geography type,code,description,2013,2014,2015,2016,2017
Statistical_Area_1438,243700,Petone Central,3,0,0,0,3
Statistical_Area_1439,243800,Tirohanga,3,6,3,0,3
Statistical_Area_1440,243900,Manor Park,12,9,12,6,15
Statistical_Area_1441,244000,Alicetown-Melling,12,9,6,21,12
Statistical_Area_1442,244100,Taita North,30,33,33,30,39
Statistical_Area_1443,244200,Boulcott,36,36,24,24,27
Statistical_Area_1444,244300,Hutt Central North,3,9,6,3,3
Statistical_Area_1445,244400,Avalon West,51,51,57,66,51
Statistical_Area_1446,244500,Stokes Valley Central,9,9,9,6,9
Statistical_Area_1447,244600,Taita South,9,12,21,21,18
Statistical_Area_1448,244700,Petone East,24,24,21,24,51
Statistical_Area_1449,244800,Hutt Central South,63,54,48,72,72
Statistical_Area_1450,244900,Stokes Valley North,33,27,27,36,33
Statistical_Area_1451,245000,Petone Esplanade,15,21,18,9,9
Statistical_Area_1452,245100,Epuni West,18,24,27,21,18
Statistical_Area_1453,245200,Avalon East,15,18,15,9,15
Statistical_Area_1454,245300,Woburn,6,12,12,9,12
Statistical_Area_1455,245400,Naenae Central,18,21,24,24,24
Statistical_Area_1456,245500,Waterloo West,9,9,6,12,6
Statistical_Area_1457,245600,Epuni East,18,12,12,12,18
Statistical_Area_1458,245700,Gracefield,0,0,3,0,0
Statistical_Area_1459,245800,Moera,6,12,12,9,9
Statistical_Area_1460,245900,Delaney,9,15,9,9,12
Statistical_Area_1461,246000,Waiwhetu,24,24,30,15,24
Statistical_Area_1462,246100,Waterloo East,12,15,18,12,12
Statistical_Area_1463,246200,Naenae North,30,42,30,30,27
Statistical_Area_1464,246300,Manuka,6,3,9,9,9
Statistical_Area_1465,246400,Naenae South,6,12,15,12,12
Statistical_Area_1466,246500,Towai,0,0,0,0,0
Statistical_Area_1467,246600,Arakura,12,12,9,15,21
Statistical_Area_1468,246700,Eastern Bays,9,6,6,9,3
Statistical_Area_1469,246800,Pencarrow,3,6,3,3,0
Statistical_Area_1470,246900,Wainuiomata West,15,18,15,18,12
Statistical_Area_1471,247000,Glendale,18,21,21,18,24
Statistical_Area_1472,247100,Wainuiomata Central,6,15,15,9,12
Statistical_Area_1473,247200,Eastbourne,18,24,15,21,15
Statistical_Area_1474,247300,Homedale East,6,18,15,21,18
Statistical_Area_1475,247400,Homedale West,15,15,18,18,9
Statistical_Area_1476,247500,Makara-Ohariu,3,0,3,3,0
Statistical_Area_1477,247600,Tawa North,6,6,15,15,12
Statistical_Area_1478,247700,Linden,12,15,15,12,15
Statistical_Area_1479,247800,Tawa South,27,21,18,30,33
Statistical_Area_1480,247900,Tawa Central,15,15,12,12,15
Statistical_Area_1481,248000,Grenada North,12,3,6,3,9
Statistical_Area_1482,248100,Churton Park North,15,21,21,18,15
Statistical_Area_1483,248200,Takapu-Horokiwi,0,0,0,0,0
Statistical_Area_1484,248300,Churton Park South,12,9,9,12,6
Statistical_Area_1485,248400,Johnsonville West,12,9,12,6,12
Statistical_Area_1486,248500,Grenada Village,3,3,3,0,3
Statistical_Area_1487,248600,Johnsonville North,9,0,12,6,9
Statistical_Area_1488,248700,Paparangi,21,15,21,27,18
Statistical_Area_1489,248800,Ngaio North,6,3,6,3,9
Statistical_Area_1490,248900,Johnsonville Central,39,18,18,21,27
Statistical_Area_1491,249000,Broadmeadows,3,6,3,0,3
Statistical_Area_1492,249100,Crofton Downs,3,3,3,6,3
Statistical_Area_1493,249200,Johnsonville South,45,45,39,54,54
Statistical_Area_1494,249300,Khandallah Reserve,6,6,9,6,12
Statistical_Area_1495,249400,Karori Park,18,21,18,9,12
Statistical_Area_1496,249500,Newlands North,9,18,6,15,12
Statistical_Area_1497,249600,Ngaio South,6,15,6,6,9
Statistical_Area_1498,249700,Newlands South,9,18,18,15,9
Statistical_Area_1499,249800,Woodridge,0,0,6,3,3
Statistical_Area_1500,249900,Karori North,6,6,6,9,9
Statistical_Area_1501,250000,Khandallah North,12,12,9,15,9
Statistical_Area_1502,250100,Wilton,6,3,9,6,9
Statistical_Area_1503,250200,Khandallah South,3,6,6,6,6
Statistical_Area_1504,250300,Wadestown,9,6,3,6,9
Statistical_Area_1505,250400,Karori South,12,15,15,21,9
Statistical_Area_1506,250500,Onslow,6,3,9,3,6
Statistical_Area_1507,250600,Karori East,51,54,54,51,51
Statistical_Area_1508,250700,Pipitea-Kaiwharawhara,3,3,3,3,3
Statistical_Area_1509,250800,Northland (Wellington Cit,3,9,3,6,6
Statistical_Area_1510,250900,Thorndon,12,9,12,15,9
Statistical_Area_1511,251000,Wellington Botanic Garden,3,0,3,3,6
Statistical_Area_1512,251100,Kelburn,3,3,3,3,6
Statistical_Area_1513,251200,Aro Valley,6,15,6,12,3
Statistical_Area_1514,251300,Wellington University,6,3,0,3,3
Statistical_Area_1515,251400,Wellington Central,3,6,3,0,3
Statistical_Area_1516,251500,Brooklyn North,9,9,3,6,0
Statistical_Area_1517,251600,Dixon Street,3,6,6,9,12
Statistical_Area_1518,251700,Vivian West,3,3,0,6,6
Statistical_Area_1519,251800,Courtenay,3,6,3,3,9
Statistical_Area_1520,251900,Brooklyn East,6,6,9,12,9
Statistical_Area_1521,252000,Mount Cook West,9,6,9,15,6
Statistical_Area_1522,252100,Vivian East,3,3,3,3,6
Statistical_Area_1523,252200,Brooklyn South,3,6,0,3,3
Statistical_Area_1524,252300,Oriental Bay,6,6,6,12,6
Statistical_Area_1525,252400,Mount Cook East,3,0,9,3,3
Statistical_Area_1526,252500,Mount Victoria,9,9,6,6,15
Statistical_Area_1527,252600,Roseneath,3,6,3,3,6
Statistical_Area_1528,252700,Owhiro Bay,6,18,12,12,15
Statistical_Area_1529,252800,Kingston-Mornington-Vogel,9,12,15,15,15
Statistical_Area_1530,252900,Newtown North,45,48,48,51,57
Statistical_Area_1531,253000,Newtown West,9,18,12,18,15
Statistical_Area_1532,253100,Hataitai North,15,9,6,9,12
Statistical_Area_1533,253200,Evans Bay,0,3,3,3,0
Statistical_Area_1534,253300,Berhampore,72,51,48,45,60
Statistical_Area_1535,253400,Hataitai South,0,3,3,6,3
Statistical_Area_1536,253500,Maupuia,9,9,15,12,18
Statistical_Area_1537,253600,Newtown South,12,9,15,15,15
Statistical_Area_1538,253700,Kilbirnie Central,36,36,33,36,39
Statistical_Area_1539,253800,Island Bay West,6,9,15,9,9
Statistical_Area_1540,253900,Melrose,3,3,3,3,3
Statistical_Area_1541,254000,Island Bay East,15,18,12,9,9
Statistical_Area_1542,254100,Miramar North,9,12,18,15,15
Statistical_Area_1543,254200,Kilbirnie East,18,18,12,12,9
Statistical_Area_1544,254300,Lyall Bay,12,9,12,9,15
Statistical_Area_1545,254400,Miramar Central,18,15,18,12,12
Statistical_Area_1546,254500,Southgate,3,0,3,6,3
Statistical_Area_1547,254600,Karaka Bay-Worser Bay,3,6,3,9,3
Statistical_Area_1548,254700,Houghton Bay,3,3,9,6,6
Statistical_Area_1549,254800,Miramar East,9,9,12,9,6
Statistical_Area_1550,254900,Miramar South,21,24,36,21,18
Statistical_Area_1551,255000,Rongotai,0,0,0,0,0
Statistical_Area_1552,255100,Strathmore (Wellington Ci,15,9,9,9,12
Statistical_Area_1553,255200,Seatoun,9,12,9,12,6
Statistical_Area_1554,255300,Kopuaranga,0,6,3,3,3
Statistical_Area_1555,255400,Upper Plain,6,3,9,3,6
Statistical_Area_1556,255500,Opaki,0,3,6,6,3
Statistical_Area_1557,255600,Ngaumutawa,27,24,24,12,33
Statistical_Area_1558,255700,Solway North,18,33,15,21,18
Statistical_Area_1559,255800,Lansdowne West,21,9,18,12,12
Statistical_Area_1560,255900,Masterton Central,15,21,21,24,18
Statistical_Area_1561,256000,Kuripuni,24,27,24,21,36
Statistical_Area_1562,256100,Douglas Park,39,27,27,27,24
Statistical_Area_1563,256200,Solway South,18,21,30,27,21
Statistical_Area_1564,256300,Lansdowne East,45,69,36,66,51
Statistical_Area_1565,256400,Cameron and Soldiers Park,15,21,21,21,24
Statistical_Area_1566,256500,Whareama,9,6,3,9,3
Statistical_Area_1567,256600,Homebush-Te Ore Ore,3,3,3,6,3
Statistical_Area_1568,256700,McJorrow Park,12,12,12,12,12
Statistical_Area_1569,256800,Mount Holdsworth,6,6,9,6,9
Statistical_Area_1570,256900,Carterton North,27,24,33,33,27
Statistical_Area_1571,257000,Kokotau,3,3,3,6,3
Statistical_Area_1572,257100,Carterton South,30,42,27,27,33
Statistical_Area_1573,257200,Gladstone (Carterton Dist,3,0,3,3,0
Statistical_Area_1574,257300,Tauherenikau,6,6,3,6,6
Statistical_Area_1575,257400,Kahutara,9,0,3,6,6
Statistical_Area_1576,257500,Featherston,18,30,18,15,15
Statistical_Area_1577,257600,Inland water Lake Wairara,0,0,0,0,0
Statistical_Area_1578,257700,Greytown,27,30,36,36,30
Statistical_Area_1579,257800,Aorangi Forest,6,3,3,6,9
Statistical_Area_1580,257900,Martinborough,15,12,24,6,21
Statistical_Area_1581,258000,Oceanic Three Kings Islan,0,0,0,0,0
Statistical_Area_1582,258100,Three Kings Islands,0,0,0,0,0
Statistical_Area_1583,258200,Oceanic Northland Region,0,0,0,0,0
Statistical_Area_1584,258300,Inlet Doubtless Bay,0,0,0,0,0
Statistical_Area_1585,258400,Inlet Kaipara Harbour Nor,0,0,0,0,0
Statistical_Area_1586,258500,Oceanic Waikato Region Ea,0,0,0,0,0
Statistical_Area_1587,258600,Inlets Waikato Region,0,0,0,0,0
Statistical_Area_1588,258700,Oceanic Waikato Region We,0,0,0,0,0
Statistical_Area_1589,258800,Oceanic Bay of Plenty Reg,0,0,0,0,0
Statistical_Area_1590,258900,Islands Bay of Plenty Reg,0,0,0,0,0
Statistical_Area_1591,259000,Oceanic Taranaki Region,0,0,0,0,0
Statistical_Area_1592,259100,Inlet Port Taranaki,0,0,0,0,0
Statistical_Area_1593,259200,Oceanic Gisborne Region,0,0,0,0,0
Statistical_Area_1594,259300,Oceanic Manawatu-Wanganui,0,0,0,0,0
Statistical_Area_1595,259400,Oceanic Hawke's Bay Regio,0,0,0,0,0
Statistical_Area_1596,259500,Inlet Port Napier,0,0,0,0,0
Statistical_Area_1597,259600,Oceanic Wellington Region,0,0,0,0,0
Statistical_Area_1598,259700,Inlet Wellington Harbour,0,0,0,0,0
Statistical_Area_1599,259800,Bare Island,0,0,0,0,0
Statistical_Area_1600,259900,Oceanic Manawatu-Wanganui,0,0,0,0,0
Statistical_Area_1601,300200,Oceanic Tasman Region,0,0,0,0,0
Statistical_Area_1602,300300,Golden Bay/Mohua,21,12,12,18,6
Statistical_Area_1603,300400,Inlets Golden Bay,0,0,0,0,0
Statistical_Area_1604,300500,Takaka,12,15,24,18,21
Statistical_Area_1605,300600,Pohara-Abel Tasman,3,6,12,3,9
Statistical_Area_1606,300700,Takaka Hills,6,9,6,9,3
Statistical_Area_1607,300800,Kaiteriteri-Riwaka,9,6,12,3,9
Statistical_Area_1608,300900,Upper Moutere,6,6,9,3,3
Statistical_Area_1609,301000,Lower Moutere,9,6,6,9,9
Statistical_Area_1610,301100,Motueka North,15,18,21,18,24
Statistical_Area_1611,301200,Motueka West,33,30,33,54,36
Statistical_Area_1612,301300,Motueka East,51,36,42,42,48
Statistical_Area_1613,301400,Inlets Motueka,0,0,0,0,0
Statistical_Area_1614,301500,Golden Downs,9,9,9,6,9
Statistical_Area_1615,301600,Moutere Hills,6,9,9,12,12
Statistical_Area_1616,301700,Ruby Bay-Mapua,9,12,12,9,12
Statistical_Area_1617,301800,Murchison-Nelson Lakes,3,3,6,6,9
Statistical_Area_1618,301900,Inlet Waimea West,0,0,0,0,0
Statistical_Area_1619,302000,Islands Tasman District,0,0,0,0,3
Statistical_Area_1620,302100,Waimea West,0,3,6,3,3
Statistical_Area_1621,302200,Appleby,3,0,6,3,0
Statistical_Area_1622,302300,Wakefield,9,12,15,9,9
Statistical_Area_1623,302400,Richmond West (Tasman Dis,42,33,33,30,33
Statistical_Area_1624,302500,Wakefield Rural,3,3,6,3,0
Statistical_Area_1625,302600,Brightwater,6,6,9,6,9
Statistical_Area_1626,302700,Hope,6,3,3,3,6
Statistical_Area_1627,302800,Richmond Central (Tasman,15,15,15,21,12
Statistical_Area_1628,302900,Ben Cooper Park,9,12,12,18,15
Statistical_Area_1629,303000,Richmond South (Tasman Di,3,3,0,3,0
Statistical_Area_1630,303100,Wilkes Park,15,15,21,15,18
Statistical_Area_1631,303200,Templemore,39,27,30,27,33
Statistical_Area_1632,303300,Easby Park,18,18,6,15,9
Statistical_Area_1633,303400,Fairose,12,6,3,12,6
Statistical_Area_1634,303500,Aniseed Valley,3,0,3,0,3
Statistical_Area_1635,303600,Nelson Rural,6,6,3,9,9
Statistical_Area_1636,303700,Inlets Nelson City,0,0,0,0,0
Statistical_Area_1637,303800,Marybank,6,6,9,3,3
Statistical_Area_1638,303900,Port Nelson,0,0,0,0,0
Statistical_Area_1639,304000,Nelson Airport,0,0,0,0,3
Statistical_Area_1640,304100,Tahunanui,12,9,21,9,12
Statistical_Area_1641,304200,Britannia,3,6,6,9,9
Statistical_Area_1642,304300,Atawhai,12,12,21,12,21
Statistical_Area_1643,304400,Broadgreen-Monaco,21,15,27,24,24
Statistical_Area_1644,304500,Washington,12,9,6,12,12
Statistical_Area_1645,304600,Tahuna Hills,15,12,15,15,9
Statistical_Area_1646,304700,Nelson Central-Trafalgar,0,3,3,6,9
Statistical_Area_1647,304800,The Wood,57,60,63,66,57
Statistical_Area_1648,304900,Toi Toi,3,6,3,9,6
Statistical_Area_1649,305000,Nayland,12,12,15,12,12
Statistical_Area_1650,305100,Aldinga,33,39,48,63,57
Statistical_Area_1651,305200,Victory,6,12,12,3,9
Statistical_Area_1652,305300,Rutherford,15,9,12,12,18
Statistical_Area_1653,305400,Maitlands,12,15,9,15,12
Statistical_Area_1654,305500,Maitai,6,9,6,6,9
Statistical_Area_1655,305600,Grampians,24,15,21,15,9
Statistical_Area_1656,305700,Saxton,0,0,0,6,3
Statistical_Area_1657,305800,Suffolk,90,72,90,84,102
Statistical_Area_1658,305900,Omaio,48,51,45,48,60
Statistical_Area_1659,306000,Enner Glynn,12,12,6,6,9
Statistical_Area_1660,306100,Daelyn,0,3,0,0,0
Statistical_Area_1661,306200,The Brook,6,9,9,6,6
Statistical_Area_1662,306300,Marlborough Sounds West,18,9,9,9,12
Statistical_Area_1663,306400,Marlborough Sounds Coasta,0,0,0,0,0
Statistical_Area_1664,306500,Marlborough Sounds East,9,12,9,12,12
Statistical_Area_1665,306600,Upper Wairau,6,3,9,12,3
Statistical_Area_1666,306700,Waikawa (Marlborough Dist,12,6,12,12,12
Statistical_Area_1667,306800,Waitohi (Marlborough Dist,27,21,24,30,39
Statistical_Area_1668,306900,Tuamarina,3,3,3,9,6
Statistical_Area_1669,307000,Awatere,6,9,6,6,9
Statistical_Area_1670,307100,Renwick,9,9,12,6,15
Statistical_Area_1671,307200,Lower Wairau,9,0,6,6,3
Statistical_Area_1672,307300,Woodbourne,3,9,6,3,6
Statistical_Area_1673,307400,Spring Creek-Grovetown,3,9,6,6,3
Statistical_Area_1674,307500,Springlands,81,78,84,75,75
Statistical_Area_1675,307600,Yelverton,30,39,36,45,36
Statistical_Area_1676,307700,Mayfield,6,15,9,12,15
Statistical_Area_1677,307800,Whitney West,27,27,27,33,30
Statistical_Area_1678,307900,Blenheim Central,6,6,6,6,6
Statistical_Area_1679,308000,Riversdale-Islington,15,12,18,12,12
Statistical_Area_1680,308100,Whitney East,15,15,15,24,15
Statistical_Area_1681,308200,Redwoodtown West,48,51,54,42,39
Statistical_Area_1682,308300,Witherlea West,15,12,15,12,15
Statistical_Area_1683,308400,Redwoodtown East,24,30,24,39,24
Statistical_Area_1684,308500,Riverlands,0,0,0,0,0
Statistical_Area_1685,308600,Witherlea East,21,12,21,12,15
Statistical_Area_1686,308700,Inlet Wairau River,0,0,0,0,0
Statistical_Area_1687,308800,Kaikoura Ranges,6,6,9,12,9
Statistical_Area_1688,308900,Kaikoura,27,12,21,24,21
Statistical_Area_1689,309000,Karamea,9,6,9,3,6
Statistical_Area_1690,309100,Inlets Buller District,0,0,0,0,0
Statistical_Area_1691,309200,Westport North,33,30,24,18,33
Statistical_Area_1692,309300,Westport Rural,15,21,21,15,15
Statistical_Area_1693,309400,Westport South,24,27,24,24,30
Statistical_Area_1694,309500,Buller Coalfields,12,9,6,3,12
Statistical_Area_1695,309600,Charleston (Buller Distri,6,3,3,3,6
Statistical_Area_1696,309700,Inangahua,3,9,3,3,9
Statistical_Area_1697,309800,Reefton,12,9,9,9,15
Statistical_Area_1698,309900,Barrytown,3,3,9,3,9
Statistical_Area_1699,310000,Runanga,6,9,6,12,9
Statistical_Area_1700,310100,Cobden,9,12,12,6,9
Statistical_Area_1701,310200,Blaketown,9,3,9,3,3
Statistical_Area_1702,310300,Greymouth Central,36,39,33,45,36
Statistical_Area_1703,310400,King Park,27,21,15,18,18
Statistical_Area_1704,310500,Marsden,6,0,6,12,6
Statistical_Area_1705,310600,Karoro,6,3,12,6,3
Statistical_Area_1706,310700,Rutherglen-Camerons,6,3,3,6,9
Statistical_Area_1707,310800,Greymouth Rural,3,3,3,6,6
Statistical_Area_1708,310900,Dobson,6,6,3,3,6
Statistical_Area_1709,311000,Nelson Creek,6,3,3,3,6
Statistical_Area_1710,311100,Lake Brunner,3,3,3,0,3
Statistical_Area_1711,311200,Haast,3,0,3,0,3
Statistical_Area_1712,311300,Westland Glaciers-Bruce B,0,0,3,0,0
Statistical_Area_1713,311400,Arahura-Kumara,3,9,6,3,6
Statistical_Area_1714,311500,Hokitika,30,33,42,42,39
Statistical_Area_1715,311600,Inlets Westland District,0,0,0,0,0
Statistical_Area_1716,311700,Hokitika Rural,9,6,12,15,6
Statistical_Area_1717,311800,Waitaha,3,3,6,3,3
Statistical_Area_1718,311900,Whataroa-Harihari,6,3,6,3,6
Statistical_Area_1719,312000,Hokitika Valley-Otira,0,0,3,3,0
Statistical_Area_1720,312100,Hanmer Range,0,3,0,3,0
Statistical_Area_1721,312200,Amuri,6,9,9,12,6
Statistical_Area_1722,312300,Hanmer Springs,3,6,3,3,6
Statistical_Area_1723,312400,Upper Hurunui,12,15,12,9,12
Statistical_Area_1724,312500,Parnassus,9,15,9,15,15
Statistical_Area_1725,312600,Ashley Forest,3,3,6,3,0
Statistical_Area_1726,312700,Omihi,3,6,3,6,9
Statistical_Area_1727,312800,Balcairn,6,18,12,6,18
Statistical_Area_1728,312900,Amberley,24,33,21,21,18
Statistical_Area_1729,313000,Okuku,3,0,3,3,0
Statistical_Area_1730,313100,Ashley Gorge,3,6,6,3,3
Statistical_Area_1731,313200,Oxford,18,24,21,33,18
Statistical_Area_1732,313300,Starvation Hill-Cust,6,9,12,9,9
Statistical_Area_1733,313400,Loburn,9,3,3,3,3
Statistical_Area_1734,313500,Eyrewell,3,6,3,3,6
Statistical_Area_1735,313600,West Eyreton,3,6,6,6,3
Statistical_Area_1736,313700,Ashley-Sefton,6,6,12,9,9
Statistical_Area_1737,313800,Fernside,3,6,6,0,6
Statistical_Area_1738,313900,Rangiora North West,3,9,6,12,33
Statistical_Area_1739,314000,Kingsbury,12,24,33,36,27
Statistical_Area_1740,314100,Ashgrove,9,9,6,6,12
Statistical_Area_1741,314200,Rangiora North East,21,27,24,15,21
Statistical_Area_1742,314300,Oxford Estate,3,6,6,3,6
Statistical_Area_1743,314400,Rangiora Central,3,0,0,0,0
Statistical_Area_1744,314500,Rangiora South West,18,21,15,18,21
Statistical_Area_1745,314600,Lilybrook,66,54,57,51,51
Statistical_Area_1746,314700,Waikuku,3,6,3,6,6
Statistical_Area_1747,314800,Mandeville-Ohoka,9,6,3,6,9
Statistical_Area_1748,314900,Rangiora South East,9,12,9,12,15
Statistical_Area_1749,315000,Southbrook,3,0,0,3,0
Statistical_Area_1750,315100,Swannanoa-Eyreton,3,9,3,6,0
Statistical_Area_1751,315200,Tuahiwi,6,6,6,3,3
Statistical_Area_1752,315300,Woodend,12,15,18,21,12
Statistical_Area_1753,315400,Pegasus,0,3,6,9,6
Statistical_Area_1754,315500,Clarkville,6,9,6,6,3
Statistical_Area_1755,315600,Pegasus Bay,3,6,0,3,6
Statistical_Area_1756,315700,Kaiapoi North West,30,33,36,27,33
Statistical_Area_1757,315800,Silverstream (Waimakariri,0,3,3,9,3
Statistical_Area_1758,315900,Sovereign Palms,6,9,9,9,6
Statistical_Area_1759,316000,Kaiapoi West,12,24,15,18,12
Statistical_Area_1760,316100,Kaiapoi Central,15,15,21,21,18
Statistical_Area_1761,316200,Kaiapoi South,15,9,18,12,18
Statistical_Area_1762,316300,Kaiapoi East,6,3,3,3,0
Statistical_Area_1763,316400,McLeans Island,3,0,3,0,0
Statistical_Area_1764,316500,Paparua,6,6,3,0,6
Statistical_Area_1765,316600,Yaldhurst,6,6,3,9,6
Statistical_Area_1766,316700,Christchurch Airport,0,3,3,0,0
Statistical_Area_1767,316800,Clearwater,3,3,6,3,3
Statistical_Area_1768,316900,Belfast West,15,6,12,9,3
Statistical_Area_1769,317000,Harewood,3,3,9,9,9
Statistical_Area_1770,317100,Brooklands-Spencerville,6,3,3,6,3
Statistical_Area_1771,317200,Styx,3,6,12,9,3
Statistical_Area_1772,317300,Belfast East,9,21,9,9,18
Statistical_Area_1773,317400,Northwood,18,18,24,12,21
Statistical_Area_1774,317500,Russley,6,6,9,9,6
Statistical_Area_1775,317600,Regents Park,3,6,3,3,3
Statistical_Area_1776,317700,Hawthornden,12,12,15,15,9
Statistical_Area_1777,317800,Bishopdale North,36,27,18,30,30
Statistical_Area_1778,317900,Casebrook,27,30,24,27,18
Statistical_Area_1779,318000,Bishopdale West,18,24,6,15,18
Statistical_Area_1780,318100,Templeton,9,15,9,9,12
Statistical_Area_1781,318200,Islington,6,6,6,6,9
Statistical_Area_1782,318300,Burnside Park,15,12,18,12,15
Statistical_Area_1783,318400,Marshland,3,0,3,6,6
Statistical_Area_1784,318500,Avonhead North,12,9,12,12,9
Statistical_Area_1785,318600,Redwood North,12,9,12,12,15
Statistical_Area_1786,318700,Broomfield,15,15,21,18,12
Statistical_Area_1787,318800,Redwood West,15,9,21,9,18
Statistical_Area_1788,318900,Avonhead West,33,24,21,21,18
Statistical_Area_1789,319000,Bishopdale South,36,42,42,36,33
Statistical_Area_1790,319100,Islington-Hornby Industri,3,3,3,0,3
Statistical_Area_1791,319200,Burnside,15,21,18,15,18
Statistical_Area_1792,319300,Hei Hei,24,18,12,9,21
Statistical_Area_1793,319400,Papanui North,30,30,30,30,27
Statistical_Area_1794,319500,Avonhead East,9,18,6,9,18
Statistical_Area_1795,319600,Redwood East,15,21,18,12,18
Statistical_Area_1796,319700,Avonhead South,12,15,21,15,24
Statistical_Area_1797,319800,Riccarton Racecourse,9,9,0,6,6
Statistical_Area_1798,319900,Bryndwr North,18,24,18,15,12
